Id,SalePrice
1603,2633320.320248243
1604,3684664.152790271
1605,6766548.979381889
1606,4096976.2161105634
1607,6973066.411747568
1608,7485593.335957705
1609,5288480.342845265
1610,2017950.9142413137
1611,5247383.463608018
1612,6456284.327494049
1613,7998023.192734822
1614,1166219.8722802543
1615,-4351191.613235534
1616,-4351191.613235534
1617,1198807.2307064158
1618,3366924.247251027
1619,6303348.615344315
1620,2291546.2012572517
1621,6104403.944108447
1622,-541789.8670955917
1623,2232326.885338862
1624,4821796.9163641
1625,6246220.183097946
1626,4577612.9919998925
1627,2731781.4569515768
1628,3185507.6725342316
1629,1101523.9486112555
1630,993293.6838486909
1631,3763972.953620018
1632,3396697.6989462976
1633,2188120.3205858166
1634,2038259.7086059812
1635,1902514.4002270603
1636,3636504.29172048
1637,3312823.9693713184
1638,2124869.573611113
1639,2791201.1544311815
1640,-2047879.7478296973
1641,2553162.1946267667
1642,3788418.2428111485
1643,3966189.446501532
1644,3766687.0857019383
1645,2871079.5735858255
1646,5829572.056738245
1647,5099445.343496321
1648,4587912.032042097
1649,2363557.4810262434
1650,7753135.400381466
1651,7753135.400381466
1652,1187528.5738955496
1653,1653259.1814625852
1654,2381546.616993354
1655,4361901.655364213
1656,2751293.002156017
1657,2381546.616993354
1658,2751293.002156017
1659,3380678.202029394
1660,8298218.129946254
1661,3643573.005569246
1662,6082382.699385124
1663,9411643.462851746
1664,4236546.357923879
1665,9326678.331017109
1666,11047299.23515003
1667,2421685.953342101
1668,11103911.77232149
1669,7533462.485224581
1670,9353761.782043349
1671,4361455.425817304
1672,7516943.980811692
1673,4625653.274728664
1674,10556458.244261421
1675,4022923.8433582676
1676,6944342.588041182
1677,4022941.8841542923
1678,8581839.971955791
1679,4608473.370217293
1680,5153840.733161024
1681,4704386.249826273
1682,6840326.87950215
1683,3721441.555060865
1684,1774428.640579241
1685,1678391.3775267124
1686,2877908.7204955625
1687,2297198.362649284
1688,1980115.5899567928
1689,2083788.954563462
1690,1841000.4696109851
1691,2285874.4739557044
1692,4524717.622251002
1693,2297277.2633789084
1694,1625422.713109549
1695,2075478.3403463725
1696,3585780.355437296
1697,2269532.7601659703
1698,5052010.730246405
1699,7670589.880013989
1700,4366877.659937171
1701,3225343.3409913727
1702,12162118.37678769
1703,7538093.473250823
1704,9654598.445257813
1705,3886914.084257375
1706,5601427.423260705
1707,4589065.080639222
1708,6585932.106058095
1709,13048563.247450719
1710,7705076.79558287
1711,8038307.195259691
1712,2781467.055713721
1713,7231265.165641934
1714,5273330.679713992
1715,5611126.486043772
1716,6359436.188609003
1717,4877301.951869436
1718,-4582028.589542176
1719,2069215.1800823405
1720,10421997.984745732
1721,6768907.724485322
1722,-4408711.731326417
1723,6768907.724485322
1724,9559995.822777212
1725,2406190.412610483
1726,3364477.7927927007
1727,5250728.461551394
1728,3478032.531114116
1729,3451595.1759736757
1730,4397253.749072808
1731,3881059.3600021796
1732,10780384.3495672
1733,5113952.853733492
1734,1550109.3482631056
1735,2208283.014276592
1736,1276821.7991425202
1737,8814213.776538426
1738,3194684.4940809053
1739,1721206.9630892302
1740,4068243.5951760435
1741,7471346.7331044935
1742,2522412.2605216135
1743,4040515.9752351823
1744,5765996.736793266
1745,3605687.045993469
1746,313585.1550235177
1747,7012780.469577149
1748,-494871.8001925231
1749,4458949.02255276
1750,1709883.2277205873
1751,1009315.2650421362
1752,2630056.2800426334
1753,2342345.7725160145
1754,1479265.2407588332
1755,4386117.85283359
1756,4142039.0544336042
1757,2552434.512114794
1758,9519089.040150275
1759,4353063.140684152
1760,6645184.716877846
1761,4981376.690938025
1762,2135735.7699706373
1763,914486.0159800134
1764,2601380.5102936155
1765,3992532.559467004
1766,4541537.67541063
1767,4325491.555020688
1768,1023113.945932864
1769,3302590.500292961
1770,1850837.4890364793
1771,1144109.15331854
1772,1328058.7493181385
1773,957929.1861119482
1774,2236430.5429155123
1775,1559482.7423552524
1776,4914865.548961541
1777,1512328.6243736192
1778,381293.24433591374
1779,7169916.812366331
1780,1883172.9313662823
1781,26467.970977876044
1782,3961351.5404070616
1783,8590380.935479594
1784,1323141.131399478
1785,856161.6584346013
1786,808335.7689249448
1787,5392887.989751446
1788,-2380785.3017275194
1789,7824210.715706286
1790,3332709.6062254068
1791,7493508.701460042
1792,1607609.3896785823
1793,5197340.040898406
1794,5547753.1821771795
1795,1603562.9722475538
1796,2934913.697247909
1797,12961757.832714664
1798,1583948.168845937
1799,1752499.4290703067
1800,909906.471605256
1801,1643371.4794593619
1802,5246367.824306758
1803,2197068.1144909817
1804,7217024.770267589
1805,986036.0041611295
1806,-2331984.2487842822
1807,-1440349.9916636918
1808,3969717.259794515
1809,-5823280.788825865
1810,1569228.1882878856
1811,-6750466.0327824
1812,-5754143.06228933
1813,695876.3451679552
1814,2176179.7884965437
1815,3545916.761519828
1816,2428779.381278376
1817,7968597.82446484
1818,-1045060.3153384572
1819,306622.71815981035
1820,-3235064.2136135343
1821,-1855778.712825447
1822,6369308.860701829
1823,-3159445.077968868
1824,-1468207.2007933708
1825,-47583.52468397218
1826,1674620.0735247207
1827,1182897.3472392668
1828,-1431088.2605313186
1829,18732828.36496472
1830,4155851.4424727974
1831,-3519197.6731089572
1832,-8455832.571834477
1833,-1529877.5062272737
1834,1677841.1241164326
1835,-7408580.470430956
1836,844958.3534949457
1837,-3534649.7186292536
1838,396059.19871442363
1839,1474957.6603416398
1840,-4747392.094415304
1841,331887.4855817814
1842,-37523.73018275696
1843,8798273.98072738
1844,5687918.553087615
1845,399162.0655588952
1846,4811491.862861104
1847,-1653319.8074402104
1848,-2619801.523231615
1849,4199288.176055885
1850,2350528.3574783667
1851,-1857783.1720227527
1852,579853.8421618517
1853,1009019.0821694124
1854,4765218.317023839
1855,5888734.802492527
1856,1715806.7895292302
1857,3181819.785012389
1858,5120682.024489204
1859,1699597.03981907
1860,8179353.567938529
1861,1786166.4063730694
1862,4831048.605283535
1863,4831048.605283535
1864,4831048.605283535
1865,15446778.15486458
1866,9622618.1564343
1867,11740157.019167496
1868,2909351.79624481
1869,7744841.945785351
1870,10758533.001725307
1871,10457792.611784438
1872,2879019.0344661972
1873,3195341.9517466095
1874,4617862.339114105
1875,4676735.489453612
1876,2503375.896423749
1877,5489057.801614809
1878,5901610.324049876
1879,3062324.2503037555
1880,4994755.743437615
1881,17522807.899617553
1882,2380485.2036154387
1883,3811683.11255376
1884,4364121.778564805
1885,4130691.228527839
1886,2929332.1479248996
1887,4314653.325517126
1888,9388590.170909557
1889,2977587.510023273
1890,6010471.5623961035
1891,5945698.714787992
1892,2738053.1002202746
1893,-1624009.6107387
1894,-6628991.765275653
1895,-89765.39504603605
1896,-188622.25263465225
1897,-186736.19705711986
1898,-1451134.6936366337
1899,3666113.0321647027
1900,-717169.9901078485
1901,2307563.968305893
1902,922703.5107730774
1903,-2089333.3981623205
1904,3167327.531352361
1905,2816152.621516988
1906,-323034.84017153765
1907,3651968.529038722
1908,4657981.118495817
1909,4068323.139252573
1910,4068323.139252573
1911,1854842.6646919202
1912,1359647.8321513354
1913,2553938.4217078504
1914,1606237.9588324057
1915,2842355.694952993
1916,2223440.0870389524
1917,4302730.954893883
1918,3142814.60872395
1919,5409242.3861980885
1920,6737974.716889405
1921,7097427.08817613
1922,10690392.371214854
1923,-335978.8901670196
1924,5370335.560787735
1925,1429444.3849826555
1926,10042737.575291911
1927,3460366.4153369227
1928,4230486.275120613
1929,3363439.375722254
1930,4008336.9757044115
1931,10045916.052829677
1932,3413388.9411506425
1933,10932984.42357088
1934,2746733.110531364
1935,2298096.5242129765
1936,2785543.9944952824
1937,988452.4376292115
1938,2368280.685144136
1939,3601142.559048561
1940,4756868.318139001
1941,2437276.675298965
1942,1275897.2880605652
1943,3678606.971462093
1944,3317777.5488473647
1945,5561476.352613241
1946,3779388.0486136065
1947,4053617.448152254
1948,8440066.686930666
1949,3577507.925712027
1950,6620992.40733899
1951,2524116.2240981213
1952,3653704.502192274
1953,4155370.944829143
1954,1379542.072191809
1955,4188611.7948810565
1956,14219240.821966937
1957,3470783.6184678213
1958,5978017.949034286
1959,2189081.161532881
1960,1880766.4776777516
1961,7753135.400381466
1962,1187528.5738955496
1963,2895207.468308015
1964,-61548.03036100633
1965,3139480.7425248376
1966,4361906.165563219
1967,11310797.562937729
1968,2890037.791238653
1969,6000215.327734592
1970,5605121.383452649
1971,11247719.843658013
1972,10214967.524419066
1973,4426251.575415009
1974,5404913.963869226
1975,5563362.751387962
1976,7981153.541418116
1977,3964357.4800837697
1978,4766906.950419634
1979,9513452.863318289
1980,3987488.8065997404
1981,11209215.564686868
1982,5366678.635071667
1983,5366678.635071667
1984,2727877.3787928266
1985,6746016.2498226045
1986,6735743.854261332
1987,3377335.0479175453
1988,1601784.6396829698
1989,920897.5980706669
1990,519772.35096192517
1991,4022941.8841542923
1992,845188.3076706033
1993,2193021.242063314
1994,-1470759.5321626144
1995,2168354.3376908223
1996,1278893.9994822952
1997,4723595.2420271905
1998,10281689.515313929
1999,2732453.0665455316
2000,4637788.982209017
2001,6464279.9373686975
2002,6222915.2269083075
2003,9136779.499328436
2004,9627225.381760791
2005,3543704.992167114
2006,5985988.937086577
2007,6249360.625450334
2008,4147215.8026655824
2009,3771973.642950253
2010,2661786.6785707423
2011,-4648882.536023105
2012,4775214.757450911
2013,3784859.817851568
2014,2518960.266434169
2015,2782438.8951895568
2016,5496828.162447629
2017,2910268.6903171525
2018,3554780.9459633725
2019,4725844.014094296
2020,2450066.6281457143
2021,1931460.3686920798
2022,3739443.5492900475
2023,2991026.4795411327
2024,-1476250.4539446395
2025,1299489.149510103
2026,4681233.92806008
2027,4535414.865279321
2028,4939095.144973768
2029,2375008.600982849
2030,3133935.560997415
2031,5395563.766240342
2032,5800840.10405578
2033,3239336.9076345335
2034,3376571.79110166
2035,3480488.529620446
2036,3014532.2199934307
2037,2930734.315252152
2038,6924758.107571295
2039,4355478.174394695
2040,5082707.451267364
2041,4071883.6796104093
2042,1898711.276822578
2043,4372308.272361895
2044,3062413.571228218
2045,4815639.898817935
2046,2971842.220981195
2047,3295074.687515387
2048,7512993.911978318
2049,4351766.3752109315
2050,2362675.558267467
2051,1168593.0165047243
2052,4343148.576010719
2053,698618.4837864048
2054,869011.7603626095
2055,2820252.6055748244
2056,-161830.02548828936
2057,1952853.3553241056
2058,1418101.507504883
2059,1013611.7335041014
2060,3622918.961029953
2061,2354113.602838759
2062,3082313.7891830034
2063,1162280.8092143445
2064,7783619.643755795
2065,3999099.4758141674
2066,3410532.868745128
2067,-1122771.4606290136
2068,2188413.0867167083
2069,4125796.5031119105
2070,980946.066840899
2071,3308303.06223376
2072,23190190.742317125
2073,3086022.174025513
2074,4417496.115258967
2075,3502762.507925892
2076,7705888.684703429
2077,1067337.026641093
2078,1736096.5470467785
2079,5931247.009706833
2080,1536644.323886073
2081,-419603.9793543949
2082,-7109333.374669028
2083,3010340.6685094773
2084,3520936.0005811024
2085,702555.7100929075
2086,1495600.4857571113
2087,2511117.203162161
2088,990426.8137931784
2089,2299220.0791718485
2090,183061.0602274739
2091,-6339056.640326203
2092,1966794.545958487
2093,-2548551.4793705274
2094,-4066035.4538379777
2095,10362111.174123408
2096,319786.4889278111
2097,-4295972.381095256
2098,10907209.318267459
2099,4138129.270925892
2100,-6272386.187175366
2101,1679891.0637962294
2102,-180760.18014739203
2103,1934487.2545369703
2104,-1699188.2667184642
2105,-6120054.118117014
2106,3444419.881674228
2107,-3271783.055377997
2108,2079967.3553344256
2109,1651314.8302142804
2110,1066143.971394155
2111,-1723524.0719853828
2112,-2239492.9870626475
2113,-149066.86954327236
2114,-1249567.4604685407
2115,-1983233.8515141022
2116,3420950.1160449795
2117,7088034.267780883
2118,-673541.7286369766
2119,-906091.3630650307
2120,2044064.8046613166
2121,1882804.524927913
2122,1997546.9688190909
2123,-19563.4389951395
2124,-210218.08630513336
2125,3630806.9640380745
2126,6233569.59559641
2127,-887376.6473510892
2128,-1974680.931484597
2129,5491890.115529601
2130,-134043.048682703
2131,-49587.48070541612
2132,2566979.785226531
2133,2092390.423055208
2134,2538912.670277053
2135,8167238.733211237
2136,-5341991.052123117
2137,484888.40063159
2138,4283531.420245695
2139,5054675.584418345
2140,1776872.2578645877
2141,5688010.984414258
2142,992226.3194708021
2143,5363350.005907677
2144,3250821.2357708192
2145,2019296.1515644446
2146,7351091.085433655
2147,5351015.344201328
2148,6804260.809651207
2149,14116007.49514141
2150,3252990.5253166235
2151,536560.4182539422
2152,-5999569.876052473
2153,284678.632897373
2154,-3424562.9561598967
2155,380222.0128285351
2156,721831.2436486993
2157,3938152.3154311343
2158,48687.0471738248
2159,1079195.0609403623
2160,3992105.0160745257
2161,10385245.973562775
2162,17174984.57973032
2163,9984891.94832258
2164,9766398.24461094
2165,2009203.6157056575
2166,6325583.670628008
2167,5222614.070903488
2168,4600116.740812159
2169,3750599.928899431
2170,4900117.024047922
2171,5601833.111077397
2172,6918443.423402816
2173,2383125.273176933
2174,2484137.603836941
2175,6349870.486443116
2176,6820508.559905136
2177,2317723.925046722
2178,3852717.841499711
2179,4788724.270640534
2180,6732345.204521959
2181,3408708.966945063
2182,9615693.515366817
2183,6456220.405160729
2184,800986.3677554845
2185,5691932.425024239
2186,4854801.352232638
2187,6097509.46693545
2188,2973646.1655316385
2189,-2944756.4620280466
2190,-4555728.456345989
2191,-4555728.456345989
2192,-3109584.8516396508
2193,-4193494.0787215494
2194,-4508070.370306023
2195,1865700.699173034
2196,1293255.2549696367
2197,-1149610.4581244208
2198,425809.3493627642
2199,1681872.3887358464
2200,1922453.5553127711
2201,2731713.725152941
2202,-2520576.085091081
2203,5248417.369359976
2204,-3030600.421104627
2205,-1089507.7917074088
2206,2357280.05188915
2207,7809474.540887612
2208,1239158.559214222
2209,1896900.538576233
2210,4852035.538315416
2211,143128.49878324074
2212,325601.9798350201
2213,-4769557.339050335
2214,-982721.0361461791
2215,3373414.6314697643
2216,-854193.0599243559
2217,6543401.797345075
2218,-1818175.5592177415
2219,-388147.6836911168
2220,743812.1864427391
2221,3676789.700177266
2222,2850230.1475659986
2223,7230231.10826272
2224,8598365.666454261
2225,1951709.5936854256
2226,1710639.2487393671
2227,4003757.999311893
2228,9217657.78246125
2229,4799601.821321307
2230,2024151.9628322467
2231,6511330.749770017
2232,2591031.3096564426
2233,6248632.472925806
2234,3370275.7140573473
2235,1823976.74297629
2236,3264473.12650983
2237,9554506.36808808
2238,9899920.281899383
2239,-4322171.653312973
2240,2902856.6253577345
2241,11747439.80228449
2242,5566043.438555644
2243,661833.617018014
2244,1826203.2376031491
2245,1826268.663241722
2246,397522.8747162015
2247,-4351112.712505911
2248,1887503.026891085
2249,1773481.265461744
2250,5869539.358595788
2251,-1697915.105104035
2252,3917001.0411590417
2253,2063873.1314893083
2254,991500.823083774
2255,1940258.5817792655
2256,1967401.0321417206
2257,207977.30531294522
2258,3454284.1018154216
2259,1080639.716061495
2260,4850471.7386126
2261,4650015.999858394
2262,4168463.7111351616
2263,4046722.5737343864
2264,12311722.840212805
2265,10439390.938993307
2266,4420060.184207596
2267,5231330.146654603
2268,5988043.893792136
2269,4236577.921382032
2270,3506444.2775211916
2271,6292090.047501678
2272,1668626.734892642
2273,4949075.7890249565
2274,3926310.4016226907
2275,13491851.070058467
2276,6116876.766779987
2277,2015134.9226398726
2278,5557441.70726503
2279,3519899.71570723
2280,1618087.5007455426
2281,4629473.628578125
2282,4842780.143613474
2283,770850.2555282086
2284,275954.79394316085
2285,2013791.7180476224
2286,3073301.4331703247
2287,6993592.892960121
2288,9918961.559493354
2289,9825106.51422379
2290,9664154.345692635
2291,2865172.985513721
2292,8960094.888381548
2293,8015713.8798722895
2294,4859859.085682859
2295,13743237.578095658
2296,5601477.33776613
2297,6901538.41969313
2298,9241470.372625547
2299,6049051.307848225
2300,6398626.548248957
2301,7790520.604398228
2302,10660859.387616716
2303,3952170.5335644647
2304,9751312.515894549
2305,7095929.587140913
2306,7095929.587140913
2307,3541444.3305652193
2308,6026205.690703922
2309,4713106.6407908825
2310,5437548.708588722
2311,3721441.555060865
2312,5148651.128306186
2313,1651221.150029415
2314,3001860.359963126
2315,2589528.6598112895
2316,-160708.06706230371
2317,2285992.654898222
2318,2554280.4728718787
2319,1968404.1596692165
2320,3989753.8115994963
2321,5947153.116962319
2322,2522226.233288407
2323,4052426.7049896405
2324,2297356.164108532
2325,4335712.975762793
2326,2218023.7871463937
2327,671327.7540498532
2328,504111.60732875176
2329,1861008.8422629253
2330,2394968.989892962
2331,7842781.127579401
2332,3425536.9404078373
2333,4458939.920219642
2334,2162845.959078212
2335,1282215.4578693553
2336,8026323.459113141
2337,6327593.933074251
2338,10439719.289424358
2339,3330073.4651383827
2340,13427641.411137415
2341,3275973.6033249055
2342,3314302.0089173387
2343,7088543.404527923
2344,3279507.5166407726
2345,9413651.849807724
2346,6313888.75543175
2347,5879375.2687661825
2348,4323679.779548463
2349,4565870.082219949
2350,9603283.123263283
2351,5267731.867099187
2352,6111961.282364588
2353,4728429.4643757595
2354,-4353590.563035374
2355,-4522970.194944629
2356,6847652.2506153835
2357,5110340.396863783
2358,2311538.9131378704
2359,450730.0175516556
2360,2434317.7229197016
2361,9194782.188452506
2362,1001941.2912649259
2363,4258206.161972259
2364,6341364.9545472795
2365,5030884.068217957
2366,4837873.339069813
2367,3052717.3366999957
2368,3697170.344792384
2369,4120736.938986287
2370,2566546.668962914
2371,2279719.566850548
2372,6759055.108975541
2373,2574131.632780398
2374,12060188.478552947
2375,3370949.5130524687
2376,1274055.6717910457
2377,3264428.025099293
2378,3437420.7644071556
2379,1493365.8081957723
2380,5032222.341871112
2381,5124808.547874195
2382,3633565.2953779926
2383,2860873.1312400238
2384,934202.2725892689
2385,5066288.814581583
2386,1870531.1931677202
2387,1596044.8253560343
2388,5446122.979952286
2389,3433823.137903229
2390,3843078.4917035545
2391,11395744.701978805
2392,2511939.490847541
2393,3791224.785166601
2394,4413169.008277383
2395,1886775.3201883591
2396,118237.41793310986
2397,3370056.106747504
2398,6338064.193877543
2399,-2644992.1474722885
2400,-2672696.910556687
2401,2772919.1852789666
2402,1038520.2167095633
2403,9204680.498448962
2404,3322042.7456615944
2405,5228099.6840770515
2406,2404713.411190667
2407,1985552.8247079758
2408,9260109.79908935
2409,1993442.4225184328
2410,2206639.144723904
2411,2324075.386337616
2412,438207.21347791766
2413,1709883.2277205873
2414,1954724.1383092941
2415,3227761.9309038953
2416,4201105.021629876
2417,1568479.95317048
2418,1225558.9564283558
2419,717953.4577845957
2420,3903514.4601378185
2421,-1072464.8967116962
2422,4489689.336433736
2423,-6130384.669633448
2424,346158.77342773665
2425,11020919.262843039
2426,6165149.190928957
2427,-6103929.489498066
2428,-1199099.2205552023
2429,1138298.8628013527
2430,1817849.7575033267
2431,2031700.838542451
2432,1432641.8592967612
2433,1929885.4225132724
2434,1374728.940697613
2435,1367150.322832614
2436,2159263.940062022
2437,2280758.3243673565
2438,1881014.483117123
2439,7375409.73590251
2440,6029525.346599567
2441,-476000.95080533513
2442,-336996.3711458811
2443,3111915.6044515525
2444,6506417.9918794865
2445,355430.6572540567
2446,-498889.29961040366
2447,8790144.184802083
2448,732073.3879940712
2449,4408652.122444874
2450,2527887.349291596
2451,1115212.2692856777
2452,1433596.6139529299
2453,2591471.0781425284
2454,1990960.3242180252
2455,1773524.2568865556
2456,276453.38421331596
2457,-720826.45922903
2458,-695428.7159939606
2459,1154119.9312114634
2460,4646838.488790787
2461,184019.70086443395
2462,-1195621.8464433209
2463,2268759.6189953233
2464,-1080768.144351653
2465,5704231.582836164
2466,5955219.043126584
2467,3498975.762403591
2468,4432.29268228513
2469,-623838.2336602921
2470,3673807.8452762202
2471,-1957554.4921236394
2472,5310904.613527178
2473,3235399.509309365
2474,-775038.8777653661
2475,662903.9194993048
2476,-439523.6542721915
2477,2021154.7388297312
2478,5360575.628143543
2479,4558846.381617997
2480,6207557.08541304
2481,1005722.1356936449
2482,7737690.905835385
2483,1568713.9538835248
2484,6510633.307033653
2485,2499364.6440059897
2486,831976.8383836614
2487,1853357.5188585955
2488,-828570.3894603255
2489,4450023.308296569
2490,1227112.1870967147
2491,4976766.394706785
2492,4697616.37762968
2493,5940218.644957992
2494,6155152.305436019
2495,1609145.808445215
2496,670706.3412997599
2497,-15832.19516329217
2498,4318408.633202763
2499,2243520.1927324533
2500,1013517.6875770267
2501,-338484.8439963379
2502,-961298.4441389546
2503,28595.724657889165
2504,2759589.8106217044
2505,1902935.9128350622
2506,10359956.51921645
2507,8900444.322837083
2508,10359956.51921645
2509,9337344.53393822
2510,7150975.391231359
2511,5145617.437608931
2512,4077860.8939208477
2513,4565834.048758282
2514,3382009.916127045
2515,10449463.123598736
2516,4436895.337890072
2517,3531157.588124354
2518,354380.5126198527
2519,4141108.293073041
2520,3390235.3533437164
2521,3311311.3529962483
2522,2110646.451650048
2523,4995946.15462493
2524,3121822.368475401
2525,7182348.058061188
2526,10397919.591334017
2527,2383203.6890197573
2528,5054970.72272993
2529,7753135.400381466
2530,10660558.091024334
2531,4703915.213753448
2532,4158188.7470122227
2533,3641619.9739576657
2534,3101772.971948284
2535,1193414.3977355778
2536,3892412.7809493872
2537,4050966.9058752763
2538,4838755.313699568
2539,6508457.86551495
2540,3221110.4067882416
2541,3459329.6126825283
2542,1651221.150029415
2543,3743688.9079458956
2544,5784413.056005403
2545,5811946.4411869915
2546,7405559.445003152
2547,6113320.679894349
2548,2364023.8522109673
2549,3887266.5639725705
2550,2311907.807537424
2551,5945698.714787992
2552,3804439.012445501
2553,-4555728.456345989
2554,-4727469.260693917
2555,756654.3669800737
2556,3842385.109961577
2557,6821674.185247395
2558,-10296341.350193989
2559,1209678.2541563415
2560,-504059.415899928
2561,-182318.63064145605
2562,-1282429.4500374284
2563,-1449853.7116955018
2564,-1708711.7233584926
2565,2915424.2420524447
2566,-2476922.635898028
2567,4856943.916638257
2568,5090526.559712792
2569,4830733.379015763
2570,4800880.912624417
2571,5549599.51879612
2572,5838720.664638104
2573,5428387.571946192
2574,2659242.97481178
2575,9139322.208605329
2576,-6361485.76557602
2577,2047901.8873957617
2578,-1294910.5574207036
2579,1608627.4193303885
2580,-7912113.512308108
2581,9724717.648454165
2582,228103.68210207316
2583,3185182.6457680403
2584,4294624.1983281635
2585,7110293.455168284
2586,5607268.162607668
2587,3977430.5325690894
2588,3348977.2104631187
2589,6183969.809166069
2590,4003173.9562935797
2591,-45687.71122830111
2592,1730103.2955554237
2593,3561193.7716849656
2594,5341299.617244287
2595,3951788.086439947
2596,5838702.575839617
2597,5187625.09775349
2598,-1110092.995556041
2599,10882014.631006526
2600,12175098.492894823
2601,5218502.116538706
2602,558427.6453017413
2603,1810375.4316475124
2604,-4351191.613235534
2605,1198886.1314360395
2606,9165642.677133063
2607,4884890.314321852
2608,6420272.601842327
2609,4605569.391249382
2610,-3156752.6665880634
2611,2262835.23144732
2612,5081120.9829603685
2613,1887503.026891085
2614,2073821.3347145973
2615,3658049.845571483
2616,2019541.5945761504
2617,11590215.459903793
2618,5176823.6145568015
2619,2508948.7993146176
2620,1697507.0455468528
2621,1559615.3515769101
2622,1530860.6718996444
2623,2025136.3682701967
2624,6241771.593490225
2625,1358639.0797517716
2626,3175833.6686621695
2627,4182881.9445385807
2628,1889643.4410883568
2629,1240963.6272696506
2630,3266942.111242358
2631,3592577.61978104
2632,1706169.5655618801
2633,3261729.7643774725
2634,6114122.943805697
2635,6932765.272668845
2636,1971121.9338181305
2637,7279072.862478603
2638,1277276.734508109
2639,1967206.8154545396
2640,4599996.827913436
2641,7713785.688311466
2642,4927362.967371753
2643,4186250.481454577
2644,3109712.6468871697
2645,1016605.9399335969
2646,1343153.2541293523
2647,770850.2555282086
2648,4306784.997272176
2649,339101.78286699735
2650,2013805.2486446414
2651,3139401.841795213
2652,5865092.825146818
2653,10683842.465625001
2654,10087268.852689672
2655,13677730.396030622
2656,4236106.602278828
2657,1830371.0112311363
2658,2209670.6062784013
2659,3541269.2574680266
2660,5864469.084118039
2661,10872009.977481658
2662,8804142.417855697
2663,6892407.232546203
2664,4605121.096110756
2665,10784814.474440029
2666,4576153.361313665
2667,1774428.640579241
2668,2601578.6897896673
2669,3042804.8921946553
2670,2828712.3999005356
2671,2601578.6897896673
2672,3087569.4466955797
2673,1751903.7865140687
2674,1412419.9987932283
2675,4019525.2783566997
2676,2048528.3071359925
2677,857238.337648981
2678,2742761.5596394264
2679,9323824.838574724
2680,6030590.476115887
